case_id,keydate,Target90Days,TargetAmount90Days,OriginalCapitalOfCaseInvoices,IndustryCode,ClientName,NumberOfUnsuccessfullyClosedCustomerCasesLast36Months,AmountOfAmountOfCustomerPaymentsOnAllCasesBlevelase,AmountOfCustomerOpenCases,NumberOfTelephonesCI,RatioOfCustomersAtAddressWithSuccessfullyClosedCasesLast36Months,AgeOfDebt,NumberOfCustomerIncomingCallDatesTee,CustomerAge,NumberOfCustomerPaymentsInLast12Months,LastOriginalClosingCodeOfCustomer,NumberOfSuccessfullyClosedCasesInLast24Months,AmountOfCase
7199,2017-04-16 00:00:00.0,0.0,0.0,628.74,K6512,49,2.0,212.66,2484.66,7.0,0.33,79.0,6.0,47.0,2.0,1,,628.74
7200,2017-07-03 00:00:00.0,0.0,0.0,544.0,K6622,15,2.0,,0.0,5.0,0.13,4.0,1.0,36.0,,66,,566.61
7201,2017-05-05 00:00:00.0,0.0,0.0,1302.72,K6512,2,,,358.67,1.0,,102.0,0.0,42.0,,4,,1395.56
7202,2017-08-20 00:00:00.0,0.0,0.0,332.79,K6512,49,3.0,662.64,1323.33,2.0,,111.0,0.0,72.0,7.0,1,,332.79
7203,2017-07-13 00:00:00.0,0.0,0.0,460.28,K6512,11,,750.0,746.99,10.0,0.47,62.0,1.0,,5.0,4,,475.28
7204,2017-03-25 00:00:00.0,0.0,0.0,82.25,K6622,22,2.0,,0.0,5.0,0.12,78.0,0.0,35.0,,1,,132.25
7205,2017-09-18 00:00:00.0,0.0,0.0,203.7,K6622,12,,188.38,0.0,3.0,0.5,74.0,0.0,54.0,1.0,8,1.0,253.7
7206,2017-04-06 00:00:00.0,0.0,0.0,1.65,K6512,6,2.0,75.0,0.0,5.0,,156.0,0.0,26.0,0.0,1,,368.82
7207,2017-06-19 00:00:00.0,0.0,0.0,223.03,K6512,49,1.0,180.51,0.0,1.0,0.0,79.0,2.0,,0.0,1,1.0,223.03
7208,2017-08-25 00:00:00.0,0.0,0.0,483.89,K6512,6,1.0,,3274.07,2.0,0.28,4.0,0.0,32.0,,1,,559.89
7209,2017-09-09 00:00:00.0,0.0,0.0,67.74,K6512,11,1.0,,0.0,4.0,0.42,56.0,0.0,30.0,,1,,82.74
7210,2017-08-20 00:00:00.0,0.0,0.0,308.7,K6512,5,,,1368.0,3.0,,141.0,0.0,48.0,,5,,337.25
7211,2017-06-22 00:00:00.0,0.0,0.0,608.18,K6622,7,3.0,,411.9,3.0,0.4,12.0,0.0,32.0,,1,,658.18
7212,2017-02-23 00:00:00.0,1.0,52.91,52.91,K6512,2,,274.81,0.0,4.0,0.5,80.0,0.0,42.0,1.0,6,1.0,113.91
7213,2017-09-18 00:00:00.0,0.0,0.0,562.74,K6622,12,3.0,1657.7,728.3,2.0,0.11,8.0,1.0,65.0,0.0,8,2.0,612.74
7214,2017-04-21 00:00:00.0,1.0,458.74,447.6,K6622,15,,341.71,0.0,2.0,0.42,5.0,2.0,,0.0,7,0.0,458.74
7215,2017-05-01 00:00:00.0,0.0,0.0,0.0,K6512,6,,,35.16,2.0,,4.0,0.0,44.0,,4,,1035.16
7216,2017-07-21 00:00:00.0,0.0,0.0,180.58,K6622,58,,,361.85,1.0,,10.0,0.0,35.0,,4,,230.58
7217,2017-05-08 00:00:00.0,0.0,0.0,33.0,K6619,66,,80.0,0.0,2.0,,4.0,0.0,27.0,1.0,7,1.0,33.0
7218,2017-02-06 00:00:00.0,0.0,0.0,368.94,K6622,12,1.0,35.52,0.0,4.0,,27.0,0.0,34.0,0.0,1,,468.94
7219,2017-01-01 00:00:00.0,0.0,0.0,229.98,K6512,10,2.0,577.5,217.55,4.0,1.0,127.0,0.0,49.0,0.0,1,2.0,250.5
7220,2017-08-20 00:00:00.0,0.0,0.0,64.35,K6622,12,,,91.17,2.0,0.0,75.0,0.0,30.0,,4,,114.35
7221,2017-03-25 00:00:00.0,1.0,50.0,213.48,K6622,57,,100.0,325.73,4.0,0.18,12.0,1.0,36.0,1.0,4,,263.48
7222,2017-08-26 00:00:00.0,0.0,0.0,117.87,K6512,2,2.0,,2796.01,6.0,0.5,103.0,0.0,72.0,,1,,179.14
7223,2017-06-17 00:00:00.0,0.0,0.0,1043.0,K6622,43,2.0,,0.0,3.0,0.25,99.0,0.0,60.0,,1,,1070.0
7224,2017-08-20 00:00:00.0,0.0,0.0,145.15,K6622,12,1.0,141.17,713.77,3.0,0.2,10.0,1.0,62.0,4.0,7,1.0,195.15
7225,2017-06-23 00:00:00.0,0.0,0.0,183.23,K6512,5,,,130.2,2.0,,204.0,0.0,56.0,,4,,203.59
7226,2017-08-26 00:00:00.0,0.0,0.0,2266.18,K6512,19,1.0,,0.0,0.0,0.0,109.0,0.0,28.0,,3,,2354.18
7227,2017-01-27 00:00:00.0,0.0,0.0,799.4,K6512,59,,414.88,0.0,1.0,,73.0,0.0,85.0,2.0,7,2.0,799.4
7228,2017-02-23 00:00:00.0,0.0,0.0,355.76,K6512,19,,19.0,0.0,2.0,0.21,101.0,0.0,61.0,1.0,6,1.0,431.76
7229,2017-01-07 00:00:00.0,1.0,20.0,121.0,K6512,59,,,137.25,3.0,0.5,79.0,0.0,27.0,,4,,121.0
7230,2017-03-25 00:00:00.0,0.0,0.0,6277.89,K6419,108,,197.04,0.0,2.0,,9.0,0.0,30.0,0.0,7,0.0,6277.89
7231,2017-08-20 00:00:00.0,0.0,0.0,182.46,K6622,57,0.0,,0.0,3.0,,10.0,0.0,46.0,,19,,232.46
7232,2017-09-10 00:00:00.0,0.0,0.0,353.39,K6512,10,,,2461.68,1.0,1.0,162.0,0.0,45.0,,4,,382.45
7233,2017-03-25 00:00:00.0,0.0,0.0,422.25,K6622,12,,135.07,19069.68,4.0,0.31,12.0,0.0,33.0,0.0,6,0.0,472.25
7234,2017-07-13 00:00:00.0,1.0,317.54,256.54,K6512,6,0.0,,0.0,3.0,0.34,4.0,0.0,52.0,,1,,332.54
7235,2017-07-29 00:00:00.0,0.0,0.0,61.7,K6619,32,1.0,,0.0,2.0,0.4,4.0,0.0,,,1,,61.7
7236,2017-02-12 00:00:00.0,0.0,0.0,406.81,K6512,2,2.0,0.0,791.4,3.0,0.75,104.0,0.0,35.0,1.0,3,,483.21
7237,2017-07-29 00:00:00.0,0.0,0.0,853.13,K6512,10,1.0,19.93,5272.76,11.0,,150.0,0.0,55.0,0.0,3,,883.33
7238,2017-01-09 00:00:00.0,0.0,0.0,1300.0,K6619,68,,37.9,0.0,1.0,1.0,4.0,0.0,48.0,0.0,7,1.0,1300.0
7239,2017-07-01 00:00:00.0,0.0,0.0,88.9,K6512,6,1.0,,1921.53,6.0,0.25,4.0,0.0,37.0,,3,,149.9
7240,2017-05-05 00:00:00.0,0.0,0.0,286.2,K6512,11,,206.4,0.0,4.0,0.26,64.0,0.0,36.0,1.0,7,1.0,301.2
7241,2017-07-13 00:00:00.0,0.0,0.0,405.9,K6512,33,0.0,261.05,0.0,5.0,0.0,193.0,1.0,40.0,1.0,7,1.0,405.9
7242,2017-05-05 00:00:00.0,1.0,168.48,122.48,K6512,2,1.0,,0.0,3.0,,102.0,0.0,58.0,,1,,183.58
7243,2017-06-22 00:00:00.0,0.0,0.0,286.46,K6622,24,1.0,,0.0,2.0,0.0,93.0,0.0,,,1,,301.7
7244,2017-05-25 00:00:00.0,0.0,0.0,513.89,K6622,12,1.0,,634.78,2.0,0.2,78.0,0.0,52.0,,1,,613.89
7245,2017-05-20 00:00:00.0,0.0,0.0,524.55,K6622,22,3.0,,0.0,4.0,0.25,73.0,0.0,39.0,,1,,574.55
7246,2017-03-24 00:00:00.0,0.0,0.0,169.51,K6512,10,4.0,16.19,0.0,5.0,,448.0,1.0,44.0,0.0,1,,189.98
7247,2017-01-13 00:00:00.0,0.0,0.0,227.45,K6512,2,,,1861.94,1.0,,109.0,0.0,47.0,,4,,288.97
7248,2017-09-18 00:00:00.0,1.0,50.66,237.66,K6622,7,1.0,,83.0,2.0,,73.0,0.0,38.0,,19,,287.66
7249,2017-03-02 00:00:00.0,0.0,0.0,136.0,K6512,42,,249.99,0.0,2.0,0.55,78.0,1.0,54.0,0.0,5,,136.0
7250,2017-08-12 00:00:00.0,0.0,0.0,66.25,K6512,5,,334.19,0.0,1.0,0.0,192.0,0.0,60.0,0.0,8,2.0,86.25
7251,2017-08-19 00:00:00.0,1.0,164.29,164.29,K6619,32,,63.43,0.0,3.0,1.0,4.0,0.0,41.0,0.0,7,1.0,164.29
7252,2017-05-25 00:00:00.0,0.0,0.0,882.81,K6622,12,,472.01,125.97,4.0,0.77,14.0,12.0,38.0,1.0,7,0.0,982.81
7253,2017-07-01 00:00:00.0,0.0,0.0,122.8,K6512,10,,,147.83,1.0,0.42,150.0,1.0,,,4,,143.07
7254,2017-07-21 00:00:00.0,0.0,0.0,441.55,K6622,12,1.0,219.02,831.85,3.0,0.19,10.0,0.0,45.0,0.0,9,0.0,491.55
7255,2017-03-02 00:00:00.0,1.0,100.18,700.18,K6512,34,,872.12,329.32,2.0,0.1,466.0,0.0,45.0,11.0,4,,700.18
7256,2017-07-21 00:00:00.0,0.0,0.0,859.76,K6622,12,1.0,8.79,2705.55,4.0,0.12,10.0,0.0,26.0,1.0,1,,909.76
7257,2017-09-24 00:00:00.0,0.0,0.0,105.37,K6512,2,,281.15,0.0,3.0,0.33,104.0,2.0,61.0,0.0,7,0.0,166.52
7258,2017-08-20 00:00:00.0,0.0,0.0,556.39,K6622,4,,,0.0,5.0,0.0,10.0,0.0,54.0,,10,,606.39
7259,2017-02-23 00:00:00.0,0.0,0.0,649.94,K6622,7,1.0,,0.0,2.0,,13.0,0.0,25.0,,1,,699.94
7260,2017-09-18 00:00:00.0,0.0,0.0,54.39,K6622,12,0.0,,474.66,5.0,0.28,75.0,0.0,41.0,,1,,104.39
7261,2017-04-24 00:00:00.0,0.0,0.0,229.1,K6512,2,4.0,,0.0,5.0,0.0,105.0,0.0,32.0,,1,,291.2
7262,2017-06-26 00:00:00.0,0.0,0.0,391.09,K6512,39,3.0,,0.0,2.0,1.0,145.0,0.0,32.0,,11,,391.09
7263,2017-03-03 00:00:00.0,0.0,0.0,352.8,K6622,15,,,205.51,2.0,0.0,5.0,0.0,43.0,,4,,364.84
7264,2017-02-06 00:00:00.0,0.0,0.0,1072.01,K6622,12,,,929.26,2.0,,27.0,0.0,37.0,,4,,1122.01
7265,2017-03-04 00:00:00.0,0.0,0.0,380.56,K6512,2,,10.0,608.95,2.0,0.0,205.0,0.0,38.0,1.0,4,,443.18
7266,2017-03-03 00:00:00.0,0.0,0.0,209.92,K6512,6,2.0,261.82,3122.58,3.0,,61.0,0.0,32.0,0.0,1,,270.92
7267,2017-04-02 00:00:00.0,0.0,0.0,105.61,K6512,10,,,13.47,2.0,,137.0,0.0,63.0,,4,,125.86
7268,2017-03-25 00:00:00.0,0.0,0.0,143.19,K6622,12,,167.74,0.0,1.0,0.66,12.0,0.0,32.0,0.0,7,0.0,193.19
7269,2017-03-31 00:00:00.0,0.0,0.0,144.0,K6512,11,1.0,,0.0,2.0,0.33,108.0,0.0,37.0,,1,,159.0
7270,2017-07-21 00:00:00.0,0.0,0.0,482.0,K6622,22,2.0,,0.0,4.0,0.0,10.0,0.0,36.0,,1,,532.0
7271,2017-07-22 00:00:00.0,0.0,0.0,831.41,K6512,2,1.0,,424.81,1.0,0.0,103.0,0.0,46.0,,1,,921.96
7272,2017-05-06 00:00:00.0,0.0,0.0,142.66,K6622,8,2.0,,454.68,10.0,1.0,67.0,0.0,68.0,,1,,173.72
7273,2017-07-24 00:00:00.0,1.0,83.22,63.22,K6512,10,,539.58,0.0,3.0,1.0,156.0,0.0,53.0,0.0,7,1.0,83.22
7274,2017-03-27 00:00:00.0,0.0,0.0,180.99,K6512,10,2.0,,0.0,3.0,1.0,436.0,0.0,27.0,,1,,201.39
7275,2017-07-27 00:00:00.0,0.0,0.0,126.01,K6512,81,,,58.68,1.0,,30.0,0.0,26.0,,4,,141.01
7276,2017-02-17 00:00:00.0,0.0,0.0,169.84,K6512,13,1.0,,0.0,1.0,0.8,1388.0,0.0,61.0,,1,,177.84
7277,2017-08-12 00:00:00.0,0.0,0.0,25.65,K6512,11,,1699.46,0.0,3.0,0.24,207.0,0.0,43.0,0.0,6,1.0,40.65
7278,2017-09-01 00:00:00.0,0.0,0.0,271.86,K6512,6,1.0,975.23,45.82,2.0,1.0,4.0,6.0,22.0,1.0,1,2.0,347.86
7279,2017-01-20 00:00:00.0,0.0,0.0,143.42,K6512,9,,16.92,0.0,2.0,0.44,50.0,0.0,33.0,0.0,6,0.0,168.72
7280,2017-09-22 00:00:00.0,0.0,0.0,0.0,K6512,6,0.0,,0.0,2.0,,4.0,0.0,57.0,,1,,867.25
7281,2017-04-13 00:00:00.0,0.0,0.0,77.0,K6512,5,,,195.44,1.0,,316.0,0.0,63.0,,4,,97.21
7282,2017-04-13 00:00:00.0,0.0,0.0,1034.83,K6512,2,1.0,,0.0,1.0,0.0,94.0,0.0,47.0,,1,,1127.37
7283,2017-09-10 00:00:00.0,0.0,0.0,149.03,K6512,10,1.0,,0.0,2.0,0.5,130.0,1.0,50.0,,1,,169.22
7284,2017-06-22 00:00:00.0,0.0,0.0,147.63,K6512,10,1.0,834.22,3572.72,3.0,1.0,150.0,4.0,43.0,1.0,5,4.0,167.92
7285,2017-09-18 00:00:00.0,0.0,0.0,417.52,K6622,12,1.0,,0.0,3.0,0.06,75.0,0.0,27.0,,3,,467.52
7286,2017-06-01 00:00:00.0,0.0,0.0,549.59,K6622,37,,64.44,0.0,3.0,,73.0,0.0,,0.0,6,1.0,659.51
7287,2017-01-05 00:00:00.0,0.0,0.0,847.18,K6622,55,,,135.7,3.0,,132.0,0.0,32.0,,4,,847.18
7288,2017-03-23 00:00:00.0,0.0,0.0,144.96,K6512,2,1.0,,0.0,1.0,0.0,108.0,0.0,,,1,,206.28
7289,2017-05-25 00:00:00.0,0.0,0.0,840.49,K6622,12,1.0,470.0,0.0,6.0,0.07,14.0,0.0,40.0,1.0,9,,940.49
7290,2017-06-22 00:00:00.0,0.0,0.0,459.27,K6622,74,,,174.15,1.0,,96.0,0.0,44.0,,4,,461.01
7291,2017-05-20 00:00:00.0,0.0,0.0,125.86,K6622,57,1.0,,0.0,2.0,0.25,9.0,0.0,23.0,,1,,175.86
7292,2017-07-16 00:00:00.0,0.0,0.0,76.96,K6619,32,,111.36,0.0,3.0,0.25,4.0,0.0,20.0,1.0,6,1.0,76.96
7293,2017-03-27 00:00:00.0,1.0,66.65,66.65,K6512,10,,,408.74,3.0,0.0,427.0,0.0,49.0,,4,,86.65
7294,2017-02-06 00:00:00.0,0.0,0.0,1060.71,K6622,12,2.0,,0.0,1.0,0.0,27.0,0.0,31.0,,1,,1110.71
7295,2017-09-18 00:00:00.0,0.0,0.0,426.22,K6622,12,1.0,,0.0,3.0,0.0,8.0,0.0,28.0,,1,,476.22
7296,2017-02-23 00:00:00.0,0.0,0.0,57.13,K6622,12,,,96.7,3.0,1.0,78.0,0.0,45.0,,4,,107.13
7297,2017-02-13 00:00:00.0,1.0,64.25,372.73,K6419,38,1.0,1241.41,442.63,6.0,,4.0,9.0,48.0,6.0,1,,385.47
7298,2017-04-23 00:00:00.0,0.0,0.0,225.72,K6512,65,2.0,59.0,135.83,4.0,,83.0,0.0,44.0,0.0,1,,225.72
7299,2017-01-16 00:00:00.0,0.0,0.0,359.1,K6622,15,,,249.93,2.0,0.33,80.0,0.0,,,4,,370.82
7300,2017-02-23 00:00:00.0,0.0,0.0,219.89,K6622,58,,,434.08,2.0,0.4,13.0,0.0,50.0,,4,,269.89
7301,2017-05-14 00:00:00.0,0.0,0.0,295.83,K6512,2,8.0,98.2,731.03,9.0,0.33,48.0,0.0,52.0,0.0,1,0.0,372.88
7302,2017-06-11 00:00:00.0,1.0,471.75,471.75,K6512,10,,1463.01,0.0,1.0,,161.0,0.0,61.0,0.0,8,3.0,499.82
7303,2017-06-05 00:00:00.0,0.0,0.0,91.15,K6512,65,,,259.74,1.0,0.0,63.0,0.0,25.0,,4,,91.15
7304,2017-06-16 00:00:00.0,0.0,0.0,65.33,K6512,3,1.0,70.87,0.0,2.0,,77.0,0.0,32.0,0.0,6,2.0,73.33
7305,2017-03-20 00:00:00.0,0.0,0.0,509.08,K6512,65,1.0,90.0,89.8,4.0,0.14,77.0,0.0,30.0,0.0,3,,509.08
7306,2017-03-11 00:00:00.0,1.0,237.0,829.51,K6512,6,1.0,,364.77,2.0,,4.0,0.0,50.0,,1,,917.51
7307,2017-09-02 00:00:00.0,0.0,0.0,204.71,K6512,2,1.0,29.35,5.55,4.0,0.34,103.0,0.0,40.0,1.0,1,,266.08
7308,2017-04-03 00:00:00.0,0.0,0.0,327.0,K6512,44,2.0,981.0,0.0,6.0,0.57,539.0,0.0,57.0,3.0,1,,327.0
7309,2017-02-03 00:00:00.0,0.0,0.0,177.99,K6512,2,3.0,,795.84,9.0,0.2,102.0,0.0,46.0,,1,,239.3
7310,2017-09-22 00:00:00.0,1.0,367.24,563.64,K6512,6,1.0,297.0,0.0,1.0,,4.0,0.0,,0.0,1,,639.64
7311,2017-06-04 00:00:00.0,1.0,40.0,290.64,K6622,24,4.0,14.03,2465.45,1.0,,85.0,0.0,43.0,0.0,13,,305.88
7312,2017-08-07 00:00:00.0,0.0,0.0,360.8,K6622,15,,,305.57,2.0,0.2,5.0,0.0,,,4,,372.65
7313,2017-02-02 00:00:00.0,0.0,0.0,95.61,K6512,6,1.0,,0.0,2.0,0.0,4.0,0.0,53.0,,1,,156.61
7314,2017-07-06 00:00:00.0,0.0,0.0,307.2,K6622,15,1.0,,129.65,2.0,0.25,6.0,0.0,,,1,,318.7
7315,2017-08-19 00:00:00.0,0.0,0.0,111.45,K6619,32,3.0,,0.0,4.0,0.0,4.0,0.0,44.0,,1,,111.45
7316,2017-01-21 00:00:00.0,0.0,0.0,388.12,K6512,5,1.0,,264.5,3.0,0.4,142.0,0.0,53.0,,1,,416.98
7317,2017-03-20 00:00:00.0,1.0,396.33,396.33,K6512,10,1.0,550.22,212.79,6.0,0.0,444.0,0.0,35.0,0.0,1,1.0,424.37
7318,2017-06-22 00:00:00.0,0.0,0.0,173.65,K6622,12,,,129.9,2.0,,12.0,0.0,30.0,,5,,223.65
7319,2017-01-13 00:00:00.0,0.0,0.0,1572.99,K6512,19,,313.78,0.0,2.0,,102.0,0.0,54.0,1.0,7,1.0,1660.99
7320,2017-07-21 00:00:00.0,0.0,0.0,386.2,K6622,57,,,168.21,2.0,,10.0,0.0,33.0,,4,,436.2
7321,2017-02-25 00:00:00.0,0.0,0.0,125.2,K6622,1,1.0,,0.0,1.0,0.12,116.0,0.0,46.0,,1,,125.54
7322,2017-02-02 00:00:00.0,0.0,0.0,728.04,K6512,6,,,0.0,3.0,,4.0,0.0,,,5,,804.04
7323,2017-08-07 00:00:00.0,0.0,0.0,142.83,K6619,66,,,1733.23,3.0,,4.0,2.0,29.0,,4,,142.83
7324,2017-06-23 00:00:00.0,0.0,0.0,700.39,K6512,6,,,341.08,1.0,0.0,4.0,0.0,27.0,,4,,776.39
7325,2017-06-22 00:00:00.0,1.0,139.63,89.63,K6622,12,1.0,,0.0,1.0,0.16,12.0,0.0,35.0,,9,,139.63
7326,2017-04-22 00:00:00.0,0.0,0.0,1069.33,K6622,22,0.0,,1681.4,3.0,0.0,12.0,0.0,27.0,,1,,1119.33
7327,2017-09-02 00:00:00.0,1.0,265.58,265.58,K6512,10,,439.01,0.0,1.0,0.66,46.0,0.0,34.0,0.0,5,,285.71
7328,2017-02-23 00:00:00.0,0.0,0.0,34.93,K6622,63,1.0,,0.0,1.0,0.45,76.0,0.0,21.0,,3,,84.93
7329,2017-02-23 00:00:00.0,0.0,0.0,935.86,K6622,12,2.0,,0.0,4.0,1.0,13.0,0.0,48.0,,1,,985.86
7330,2017-07-21 00:00:00.0,0.0,0.0,155.71,K6622,58,2.0,17.09,35.83,1.0,1.0,10.0,0.0,46.0,0.0,1,,205.71
7331,2017-03-27 00:00:00.0,0.0,0.0,38.22,K6512,3,1.0,,0.0,1.0,0.13,391.0,0.0,33.0,,1,,46.22
7332,2017-05-25 00:00:00.0,0.0,0.0,567.8,K6622,12,,1379.82,0.0,1.0,0.21,14.0,0.0,61.0,0.0,8,1.0,617.8
7333,2017-04-06 00:00:00.0,0.0,0.0,277.2,K6622,15,1.0,847.61,255.08,5.0,,6.0,3.0,42.0,0.0,11,0.0,288.76
7334,2017-09-17 00:00:00.0,0.0,0.0,315.67,K6512,9,,415.77,0.0,4.0,,145.0,1.0,48.0,0.0,7,2.0,341.46
7335,2017-08-24 00:00:00.0,0.0,0.0,295.56,K6512,39,,,253.38,3.0,,139.0,0.0,,,4,,295.56
7336,2017-01-06 00:00:00.0,0.0,0.0,58.62,K6512,87,3.0,135.5,169.54,4.0,0.22,189.0,0.0,64.0,0.0,1,,58.62
7337,2017-02-12 00:00:00.0,0.0,0.0,162.29,K6512,2,1.0,,0.0,3.0,0.0,104.0,0.0,36.0,,1,,223.84
7338,2017-01-13 00:00:00.0,0.0,0.0,549.99,K6622,55,1.0,,0.0,1.0,0.5,78.0,1.0,34.0,,9,,549.99
7339,2017-07-27 00:00:00.0,0.0,0.0,980.19,K6512,11,,,2157.77,2.0,0.15,63.0,0.0,25.0,,4,,995.19
7340,2017-02-23 00:00:00.0,0.0,0.0,89.68,K6622,22,1.0,,801.89,3.0,,76.0,0.0,32.0,,1,,139.68
7341,2017-05-05 00:00:00.0,0.0,0.0,254.47,K6619,16,,,6338.77,4.0,0.16,4.0,0.0,47.0,,4,,254.47
7342,2017-05-12 00:00:00.0,0.0,0.0,487.33,K6622,12,1.0,,217.34,1.0,,100.0,0.0,39.0,,17,,507.33
7343,2017-07-28 00:00:00.0,0.0,0.0,1760.0,K6622,43,,20.0,417.23,2.0,,140.0,0.0,26.0,1.0,4,,1787.0
7344,2017-01-28 00:00:00.0,0.0,0.0,1250.66,K6499,23,,877.47,0.0,2.0,0.2,955.0,0.0,35.0,1.0,6,1.0,1250.66
7345,2017-07-31 00:00:00.0,0.0,0.0,418.76,K6499,60,,,105.43,1.0,0.31,176.0,1.0,29.0,,4,,418.76
7346,2017-08-12 00:00:00.0,0.0,0.0,369.38,K6622,55,,,1024.13,3.0,0.3,113.0,0.0,65.0,,5,,369.38
7347,2017-09-01 00:00:00.0,0.0,0.0,167.74,K6512,6,2.0,,0.0,2.0,0.14,4.0,0.0,34.0,,1,,228.74
7348,2017-03-13 00:00:00.0,0.0,0.0,69.3,K6512,65,1.0,,0.0,4.0,0.0,68.0,0.0,58.0,,1,,69.3
7349,2017-09-01 00:00:00.0,0.0,0.0,147.14,K6512,6,3.0,,0.0,3.0,1.0,4.0,0.0,59.0,,11,,223.14
7350,2017-02-10 00:00:00.0,0.0,0.0,766.65,K6419,25,3.0,,0.0,2.0,0.5,5.0,0.0,36.0,,1,,768.13
7351,2017-04-24 00:00:00.0,0.0,0.0,251.9,K6512,10,1.0,517.5,66.05,3.0,,144.0,0.0,36.0,0.0,1,0.0,273.01
7352,2017-03-25 00:00:00.0,1.0,744.6,418.1,K6622,63,,207.77,563.14,1.0,0.0,12.0,2.0,37.0,1.0,7,1.0,468.1
7353,2017-09-17 00:00:00.0,0.0,0.0,141.14,K6512,5,,,2066.81,3.0,0.0,139.0,0.0,36.0,,4,,161.48
7354,2017-03-30 00:00:00.0,1.0,294.43,294.43,K6419,75,2.0,,0.0,2.0,1.0,14.0,0.0,48.0,,11,,294.43
7355,2017-01-13 00:00:00.0,0.0,0.0,162.32,K6512,6,,,541.43,1.0,,4.0,0.0,41.0,,4,,223.32
7356,2017-08-31 00:00:00.0,0.0,0.0,406.0,K6622,15,1.0,,0.0,3.0,,6.0,0.0,36.0,,1,,417.45
7357,2017-02-23 00:00:00.0,0.0,0.0,74.16,K6512,6,1.0,,372.07,5.0,0.0,4.0,1.0,40.0,,1,,135.16
7358,2017-08-27 00:00:00.0,0.0,0.0,752.26,K6622,37,0.0,,0.0,3.0,0.0,69.0,0.0,58.0,,1,,902.7
7359,2017-02-17 00:00:00.0,0.0,0.0,200.0,K6512,11,4.0,,0.0,4.0,0.0,66.0,0.0,41.0,,1,,215.0
7360,2017-04-13 00:00:00.0,1.0,400.9,400.15,K6622,74,,,207.54,3.0,0.0,127.0,0.0,33.0,,4,,400.9
7361,2017-02-23 00:00:00.0,0.0,0.0,175.43,K6512,6,2.0,,994.88,2.0,,4.0,0.0,50.0,,1,,236.43
7362,2017-02-18 00:00:00.0,0.0,0.0,134.02,K6512,5,0.0,20.0,0.0,3.0,,140.0,0.0,48.0,0.0,1,,154.29
7363,2017-04-15 00:00:00.0,1.0,428.78,428.78,K6512,10,,195.85,0.0,1.0,1.0,160.0,0.0,32.0,1.0,7,1.0,456.95
7364,2017-07-29 00:00:00.0,0.0,0.0,278.7,K6512,10,,414.68,0.0,1.0,0.0,150.0,1.0,38.0,0.0,7,0.0,299.49
7365,2017-06-01 00:00:00.0,0.0,0.0,751.07,K6512,42,,84.46,3142.83,12.0,0.5,84.0,0.0,22.0,2.0,7,1.0,751.07
7366,2017-07-21 00:00:00.0,0.0,0.0,45.39,K6622,7,0.0,622.48,0.0,6.0,,72.0,3.0,48.0,0.0,7,1.0,95.39
7367,2017-09-18 00:00:00.0,0.0,0.0,117.32,K6512,11,,415.26,0.0,2.0,0.22,48.0,0.0,68.0,0.0,7,0.0,132.32
7368,2017-03-17 00:00:00.0,0.0,0.0,173.22,K6512,59,1.0,,0.0,1.0,,88.0,0.0,22.0,,1,,173.22
7369,2017-07-01 00:00:00.0,0.0,0.0,593.85,K6512,6,1.0,,0.0,3.0,0.66,4.0,0.0,44.0,,1,,669.85
7370,2017-02-13 00:00:00.0,1.0,275.09,275.09,K6512,10,,200.0,273.62,1.0,,127.0,4.0,64.0,0.0,8,1.0,295.12
7371,2017-06-15 00:00:00.0,0.0,0.0,129.28,K6419,25,1.0,,0.0,5.0,,7.0,2.0,31.0,,1,,129.33
7372,2017-04-22 00:00:00.0,0.0,0.0,212.57,K6622,21,1.0,570.0,0.0,3.0,0.21,12.0,2.0,53.0,0.0,1,,262.57
7373,2017-07-13 00:00:00.0,0.0,0.0,822.32,K6619,16,1.0,,0.0,4.0,0.18,7.0,1.0,30.0,,1,,822.32
7374,2017-05-13 00:00:00.0,0.0,0.0,897.62,K6512,11,,251.47,0.0,3.0,,46.0,2.0,28.0,0.0,5,,912.62
7375,2017-02-23 00:00:00.0,0.0,0.0,81.99,K6622,12,1.0,,440.25,2.0,,78.0,0.0,27.0,,1,,131.99
7376,2017-04-22 00:00:00.0,0.0,0.0,721.67,K6622,4,2.0,,486.86,2.0,0.5,12.0,0.0,35.0,,1,,771.67
7377,2017-06-23 00:00:00.0,1.0,200.0,969.72,K6512,6,,820.0,0.0,2.0,,4.0,4.0,52.0,6.0,7,1.0,1057.72
7378,2017-02-23 00:00:00.0,0.0,0.0,825.85,K6622,12,,2873.38,0.0,6.0,,78.0,0.0,53.0,7.0,7,2.0,975.85
7379,2017-05-05 00:00:00.0,0.0,0.0,335.07,K6512,2,1.0,155.41,0.0,2.0,0.0,106.0,4.0,20.0,4.0,1,1.0,411.87
7380,2017-08-07 00:00:00.0,0.0,0.0,49.54,K6619,52,1.0,,0.0,1.0,0.36,4.0,0.0,36.0,,26,,49.54
7381,2017-03-23 00:00:00.0,1.0,98.53,52.53,K6512,2,,215.68,0.0,3.0,0.0,108.0,2.0,35.0,2.0,7,2.0,113.53
7382,2017-05-13 00:00:00.0,0.0,0.0,0.0,K6512,6,4.0,,1887.24,6.0,0.0,4.0,3.0,33.0,,3,,1259.35
